,小区名称,所在区域,所在位置,交通情况,总价,单价,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,用水类型,用电类型,燃气价格,卧室数,客厅数,卫生间数,楼层位置,总层数,得房率,是否有抵押,抵押金额,是否地铁,临近地铁站,是否电梯,产权类型
1936,山水诚庐,富阳区,富春,近地铁6号线(杭富线)桂花西路站,229,24093,2024-05-01,商品房,2017-05-07,普通住宅,满五年,共有,无抵押,已上传房本照片,3室2厅1厨2卫,低楼层(共15层),95.05,平层,69.42,板塔结合,南,钢混结构,毛坯,nan,nan,nan,nan,nan,nan,3,2,2,1,15,0.73035244608101,0,0.0,1,桂花西路站,0.0,1
1937,溪畔云璟府,富阳区,银湖科技城,近地铁6号线(杭富线)高桥站,200,20810,2024-03-13,商品房,2022-07-26,普通住宅,满两年,共有,有抵押,已上传房本照片,3室2厅1厨1卫,高楼层(共26层),96.11,平层,69.42,板塔结合,南北,框架结构,精装,两梯四户,有,nan,nan,nan,nan,3,2,1,3,26,0.7222973675996255,1,0.0,1,高桥站,1.0,1
1938,万安秀水山庄,富阳区,银湖科技城,nan,2500,65576,2024-03-15,商品房,2009-07-02,普通住宅,满五年,共有,无抵押,已上传房本照片,5室2厅1厨4卫,低楼层(共2层),381.24,复式,69.42,板楼,南北,钢混结构,毛坯,nan,无,nan,nan,nan,nan,5,2,4,1,2,0.1820900220333648,0,0.0,0,0,0.0,1
1939,宋都怀石雅苑,富阳区,东洲,nan,338,24173,2022-11-16,商品房,2022-03-28,普通住宅,满两年,非共有,有抵押,已上传房本照片,4室2厅1厨2卫,低楼层(共8层),139.83,跃层,69.42,平房,南,钢混结构,毛坯,nan,nan,nan,nan,nan,nan,4,2,2,1,8,0.4964599871272259,1,0.0,0,0,0.0,0
1940,九龙仓雍景山,富阳区,银湖科技城,nan,250,17977,2024-08-15,商品房,2024-08-15,普通住宅,未满两年,非共有,无抵押,已上传房本照片,4室2厅1厨2卫,中楼层(共4层),139.07,复式,69.42,板塔结合,南,钢混结构,毛坯,nan,无,nan,nan,nan,nan,4,2,2,2,4,0.49917307830588914,0,0.0,0,0,0.0,0
1941,宋都江宸府,富阳区,鹿山新城,nan,240,24391,2024-11-25,商品房,2021-06-22,普通住宅,满两年,共有,有抵押200万元金融公司垫资,已上传房本照片,3室1厅1厨2卫,高楼层(共27层),98.4,平层,69.42,板塔结合,南,钢混结构,其他,两梯两户,有,nan,nan,nan,nan,3,1,2,3,27,0.7054878048780487,1,200.0,0,0,1.0,1
1942,野风秋雅,富阳区,银湖科技城,nan,239,20634,2024-03-20,商品房,2018-04-18,普通住宅,满五年,共有,有抵押100万元,已上传房本照片,4室2厅1厨2卫,低楼层(共24层),115.83,平层,69.42,板楼,南,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,4,2,2,1,24,0.5993265993265994,1,100.0,0,0,1.0,1
1943,铭鹤花园,富阳区,银湖科技城,nan,108,12287,2023-02-26,商品房,2010-11-04,普通住宅,满五年,共有,无抵押,已上传房本照片,2室2厅1厨1卫,中楼层(共7层),87.9,平层,69.42,板塔结合,南,钢混结构,精装,一梯四户,有,nan,nan,nan,nan,2,2,1,2,7,0.7897610921501707,0,0.0,0,0,1.0,1
1944,融创微风之城,富阳区,东洲,nan,160,15764,2023-03-12,商品房,2021-05-28,普通住宅,满两年,非共有,有抵押,已上传房本照片,3室1厅1厨2卫,高楼层(共25层),101.5,平层,69.42,板塔结合,南北,钢混结构,毛坯,两梯三户,有,nan,nan,nan,nan,3,1,2,3,25,0.6839408866995074,1,0.0,0,0,1.0,0
1945,融创微风之城,富阳区,东洲,nan,380,22214,2024-07-04,商品房,2021-04-12,普通住宅,满两年,共有,有抵押,已上传房本照片,4室2厅1厨3卫,低楼层(共4层),171.07,跃层,69.42,板塔结合,南,钢混结构,毛坯,两梯两户,有,nan,nan,nan,nan,4,2,3,1,4,0.40579879581457884,1,0.0,0,0,1.0,1
1946,镬子山社区龙浦街,富阳区,富春,nan,130,13699,2024-05-15,商品房,2019-04-12,普通住宅,满五年,非共有,无抵押,已上传房本照片,3室1厅1厨1卫,中楼层(共7层),94.9,平层,69.42,塔楼,南,混合结构,简装,nan,nan,nan,nan,nan,nan,3,1,1,2,7,0.7315068493150685,0,0.0,0,0,0.0,0
1947,富春新天地,富阳区,富春,nan,120,31008,2023-02-20,商品房,2020-12-09,商住两用,满两年,非共有,无抵押,已上传房本照片,1室1厅1厨2卫,中楼层(共20层),38.7,跃层,69.42,板楼,南北,钢混结构,精装,两梯二十一户,有,nan,商水,商电,nan,1,1,2,2,20,1.793798449612403,0,0.0,0,0,1.0,0
1948,碧桂园铂玺湾,富阳区,银湖科技城,nan,210,21442,2023-05-04,商品房,2023-04-18,普通住宅,满两年,共有,有抵押,已上传房本照片,3室2厅1厨2卫,中楼层(共27层),97.94,平层,69.42,板塔结合,南,混合结构,精装,两梯四户,有,nan,nan,nan,nan,3,2,2,2,27,0.7088013069226057,1,0.0,0,0,1.0,1
1949,富阳宸光悦,富阳区,银湖科技城,近地铁6号线(杭富线)高桥站,215,21808,2023-06-28,商品房,2022-11-01,普通住宅,满两年,共有,有抵押,已上传房本照片,3室2厅1厨1卫,低楼层(共20层),98.59,平层,69.42,板塔结合,南,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,3,2,1,1,20,0.7041282077289786,1,0.0,1,高桥站,1.0,1
1950,富春玫瑰园,富阳区,东洲,nan,1170,41411,2023-07-23,商品房,2021-02-07,别墅,满两年,共有,有抵押,已上传房本照片,4室2厅1厨4卫,低楼层(共3层),282.54,nan,69.42,nan,南北,钢混结构,毛坯,nan,nan,nan,nan,nan,nan,4,2,4,1,3,0.24569972393289444,1,0.0,0,0,0.0,1
1951,金茂万科｜富景都会公寓,富阳区,银湖科技城,近地铁6号线(杭富线)高桥站,152,15955,2024-10-16,商品房,2022-06-15,普通住宅,满两年,共有,有抵押,已上传房本照片,3室2厅1厨2卫,中楼层(共33层),95.27,平层,69.42,塔楼,南,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,3,2,2,2,33,0.7286658969245303,1,0.0,1,高桥站,1.0,1
1952,大家小墅,富阳区,富春,近地铁6号线(杭富线)公望街站,268,21612,2024-03-01,商品房,2016-05-18,普通住宅,满五年,共有,有抵押,已上传房本照片,4室2厅1厨3卫,中楼层(共28层),124.01,跃层,69.42,板楼,南,钢混结构,简装,nan,nan,nan,nan,nan,nan,4,2,3,2,28,0.5597935650350778,1,0.0,1,公望街站,0.0,1
1953,山水国际,富阳区,鹿山新城,nan,250,27098,2024-09-27,商品房,2020-03-26,普通住宅,满五年,共有,无抵押,已上传房本照片,3室2厅1厨2卫,低楼层(共32层),92.26,平层,69.42,板楼,南,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,3,2,2,1,32,0.7524387600260134,0,0.0,0,0,1.0,1
1954,金城花园,富阳区,富春,nan,170,16307,2021-08-24,商品房,2007-02-14,普通住宅,满五年,非共有,无抵押,已上传房本照片,3室2厅1厨2卫,中楼层(共6层),104.25,平层,69.42,板楼,南,框架结构,精装,nan,无,nan,nan,nan,nan,3,2,2,2,6,0.6658992805755396,0,0.0,0,0,0.0,0
1955,天创园,富阳区,银湖科技城,近地铁6号线(杭富线)野生动物园东站,53,12503,2023-10-10,商品房,2017-04-18,商住两用,满五年,共有,无抵押,已上传房本照片,1室1厅1厨1卫,低楼层(共10层),42.39,平层,69.42,板楼,东,钢混结构,简装,两梯十五户,有,nan,民水,民电,nan,1,1,1,1,10,1.6376503892427459,0,0.0,1,野生动物园东站,1.0,1
1956,万科公望,富阳区,东洲,nan,500,19792,2022-03-19,商品房,2017-09-08,普通住宅,满五年,共有,有抵押70万元,已上传房本照片,4室2厅1厨3卫,低楼层(共3层),252.63,跃层,69.42,板楼,南,砖混结构,毛坯,nan,无,nan,nan,nan,nan,4,2,3,1,3,0.274789217432609,1,70.0,0,0,0.0,1
1957,望钰和府南区,富阳区,富春,近地铁6号线(杭富线)公望街站,155,12428,2024-06-11,商品房,2022-05-03,普通住宅,满两年,非共有,无抵押,已上传房本照片,3室2厅1厨2卫,低楼层(共22层),124.72,平层,69.42,板塔结合,南,钢混结构,毛坯,两梯两户,有,nan,nan,nan,nan,3,2,2,1,22,0.5566067992302758,0,0.0,1,公望街站,1.0,0
1958,山水国际,富阳区,鹿山新城,nan,205,23791,2023-11-06,商品房,2017-11-06,普通住宅,满五年,非共有,无抵押,已上传房本照片,3室2厅1厨2卫,中楼层(共32层),86.17,跃层,69.42,板楼,东南,框架结构,毛坯,两梯四户,有,nan,nan,nan,nan,3,2,2,2,32,0.8056168039921087,0,0.0,0,0,1.0,0
1959,山水国际,富阳区,鹿山新城,nan,338,30725,2023-03-31,商品房,2017-06-15,普通住宅,满五年,非共有,无抵押,已上传房本照片,4室2厅1厨2卫,中楼层(共32层),110.01,平层,69.42,板楼,南,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,4,2,2,2,32,0.6310335424052359,0,0.0,0,0,1.0,0
1960,云水湾,富阳区,银湖科技城,nan,260,20815,2022-09-15,商品房,2020-07-21,普通住宅,满两年,共有,有抵押,已上传房本照片,4室2厅1厨2卫,中楼层(共6层),124.91,平层,69.42,板塔结合,南,框架结构,精装,一梯两户,有,nan,nan,nan,nan,4,2,2,2,6,0.5557601473060604,1,0.0,0,0,1.0,1
1961,溪畔云璟府,富阳区,银湖科技城,近地铁6号线(杭富线)高桥站,218,18790,2022-08-30,商品房,2022-08-18,普通住宅,满两年,非共有,有抵押光大银行,已上传房本照片,4室2厅1厨2卫,高楼层(共27层),116.02,平层,69.42,板塔结合,西南,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,4,2,2,3,27,0.598345112911567,1,0.0,1,高桥站,1.0,0
1962,逸城,富阳区,东洲,nan,580,27554,2023-05-14,商品房,2013-04-12,普通住宅,满五年,共有,有抵押业主自还,已上传房本照片,4室2厅1厨4卫,低楼层(共3层),210.5,跃层,69.42,板楼,南北,框架结构,毛坯,nan,无,nan,nan,nan,nan,4,2,4,1,3,0.32978622327790974,1,0.0,0,0,0.0,1
1963,和昌云栖玖著,富阳区,银湖科技城,近地铁6号线(杭富线)野生动物园东站,230,20238,2024-07-11,商品房,2024-07-12,普通住宅,未满两年,共有,无抵押,已上传房本照片,4室2厅1厨2卫,中楼层(共11层),113.65,平层,69.42,板楼,西南,钢混结构,毛坯,两梯四户,有,nan,nan,nan,nan,4,2,2,2,11,0.6108227012758469,0,0.0,1,野生动物园东站,1.0,1
1964,野风春晓,富阳区,银湖科技城,nan,108,14332,2024-06-22,商品房,2019-04-28,普通住宅,满五年,共有,有抵押,已上传房本照片,2室2厅1厨1卫,中楼层(共23层),75.36,平层,69.42,板楼,南,钢混结构,简装,两梯四户,有,nan,nan,nan,nan,2,2,1,2,23,0.9211783439490446,1,0.0,0,0,1.0,1
1965,九龙仓雍景山,富阳区,银湖科技城,nan,285,20520,2024-10-16,商品房,2024-08-27,普通住宅,未满两年,共有,无抵押,已上传房本照片,4室2厅1厨2卫,中楼层(共4层),138.89,跃层,69.42,板楼,南北,钢混结构,毛坯,nan,无,nan,nan,nan,nan,4,2,2,2,4,0.49982000143998856,0,0.0,0,0,0.0,1
1966,光明逸品春江,富阳区,鹿山新城,nan,200,14878,2024-05-21,商品房,2018-04-17,普通住宅,满五年,非共有,有抵押,已上传房本照片,3室2厅1厨2卫,低楼层(共27层),134.43,平层,69.42,板楼,南,钢混结构,毛坯,两梯四户,有,nan,nan,nan,nan,3,2,2,1,27,0.5164025887078777,1,0.0,0,0,1.0,0
1967,绿城云栖桃花源,富阳区,银湖科技城,nan,160,17626,2024-06-03,商品房,2020-11-17,普通住宅,满两年,共有,有抵押业主自还,已上传房本照片,3室2厅1厨1卫,高楼层(共11层),90.78,平层,69.42,板楼,南,钢混结构,精装,一梯两户,有,nan,nan,nan,nan,3,2,1,3,11,0.7647058823529412,1,0.0,0,0,1.0,1
1968,中水花苑,富阳区,富春,nan,115,11916,2024-01-29,商品房,2009-09-25,普通住宅,满五年,共有,无抵押,已上传房本照片,3室2厅1厨2卫,高楼层(共6层),96.51,平层,69.42,板塔结合,南,框架结构,毛坯,nan,无,nan,nan,nan,nan,3,2,2,3,6,0.719303699098539,0,0.0,0,0,0.0,1
1969,野风秋雅,富阳区,银湖科技城,nan,320,25572,2023-04-09,商品房,2018-04-28,普通住宅,满五年,非共有,有抵押,已上传房本照片,4室2厅1厨2卫,低楼层(共24层),125.14,平层,69.42,板塔结合,南,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,4,2,2,1,24,0.554738692664216,1,0.0,0,0,1.0,0
1970,麓园,富阳区,银湖科技城,nan,260,25172,2022-05-25,商品房,2020-03-20,普通住宅,满五年,共有,无抵押,已上传房本照片,3室2厅1厨2卫,高楼层(共18层),103.29,平层,69.42,板塔结合,南,钢混结构,精装,两梯两户,有,nan,nan,nan,nan,3,2,2,3,18,0.6720882950914899,0,0.0,0,0,1.0,1
1971,佳兆业德信云望璞园,富阳区,东洲,nan,220,23069,2024-06-15,商品房,2024-04-01,普通住宅,未满两年,共有,有抵押,已上传房本照片,3室2厅1厨2卫,低楼层(共18层),95.37,平层,69.42,板楼,南北,钢混结构,精装,一梯四户,有,nan,nan,nan,nan,3,2,2,1,18,0.7279018559295376,1,0.0,0,0,1.0,1
1972,富春新天地,富阳区,富春,nan,85,18132,2022-03-06,商品房,2020-04-13,商住两用,满五年,共有,有抵押50万元农商银行,已上传房本照片,1室1厅1厨1卫,高楼层(共20层),46.88,跃层,69.42,板塔结合,南西,钢混结构,精装,两梯二十四户,有,nan,商水,商电,nan,1,1,1,3,20,1.48080204778157,1,50.0,0,0,1.0,1
1973,野风春晓,富阳区,银湖科技城,nan,120,16614,2024-01-16,商品房,2018-02-09,普通住宅,满五年,非共有,有抵押,已上传房本照片,2室1厅1厨1卫,中楼层(共24层),72.23,平层,69.42,板楼,南,钢混结构,简装,两梯六户,有,nan,nan,nan,nan,2,1,1,2,24,0.9610964973002907,1,0.0,0,0,1.0,0
1974,阳光城西郊半岛山语庭,富阳区,富春,nan,235,21308,2023-08-18,商品房,2021-06-28,普通住宅,满两年,共有,无抵押,已上传房本照片,3室2厅1厨2卫,中楼层(共33层),110.29,平层,69.42,板楼,南,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,3,2,2,2,33,0.6294314987759543,0,0.0,0,0,1.0,1
1975,万星碧云天公寓,富阳区,富春,nan,165,22379,2025-02-10,商品房,2011-11-08,普通住宅,满五年,共有,有抵押,已上传房本照片,3室2厅1厨2卫,中楼层(共19层),73.73,跃层,69.42,塔楼,南,钢混结构,其他,两梯十六户,有,nan,nan,nan,nan,3,2,2,2,19,0.9415434694154347,1,0.0,0,0,1.0,1
1976,万科玖望,富阳区,东洲,nan,175,19398,2022-03-18,商品房,2021-07-22,普通住宅,满两年,非共有,有抵押,已上传房本照片,3室2厅1厨2卫,中楼层(共12层),90.22,平层,69.42,塔楼,南北,钢混结构,精装,一梯四户,有,nan,nan,nan,nan,3,2,2,2,12,0.7694524495677234,1,0.0,0,0,1.0,0
1977,建设锦园,富阳区,江南新城,nan,115,9362,2025-03-14,商品房,2021-10-25,普通住宅,满两年,共有,无抵押,已上传房本照片,3室2厅1厨2卫,低楼层(共18层),122.84,平层,69.42,nan,南,钢混结构,其他,nan,nan,nan,nan,nan,nan,3,2,2,1,18,0.5651253663301856,0,0.0,0,0,0.0,1
1978,九龙仓雍景山,富阳区,银湖科技城,nan,238,19450,2024-06-26,商品房,2017-07-28,普通住宅,满五年,共有,有抵押20万元,已上传房本照片,3室2厅1厨2卫,中楼层(共5层),122.37,跃层,69.42,板塔结合,南,钢混结构,精装,nan,无,nan,nan,nan,nan,3,2,2,2,5,0.5672959058592792,1,20.0,0,0,0.0,1
1979,阳光城山水悦江府,富阳区,鹿山新城,nan,218,22565,2023-04-08,商品房,2023-05-12,普通住宅,未满两年,共有,无抵押,已上传房本照片,3室2厅1厨1卫,中楼层(共17层),96.61,平层,69.42,塔楼,南,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,3,2,1,2,17,0.7185591553669393,0,0.0,0,0,1.0,1
1980,九龙仓雍景山,富阳区,银湖科技城,nan,199,14331,2024-08-21,商品房,2024-08-21,普通住宅,未满两年,非共有,无抵押,已上传房本照片,4室2厅1厨2卫,高楼层(共21层),138.86,平层,69.42,板楼,南,钢混结构,毛坯,两梯四户,有,nan,nan,nan,nan,4,2,2,3,21,0.4999279850208843,0,0.0,0,0,1.0,0
1981,澳海澜庭,富阳区,富阳,nan,89,11754,2023-06-11,商品房,2021-09-01,普通住宅,满两年,共有,有抵押,已上传房本照片,2室2厅1厨1卫,中楼层(共25层),75.72,平层,69.42,板楼,南,钢混结构,精装,两梯八户,有,nan,nan,nan,nan,2,2,1,2,25,0.9167987321711569,1,0.0,0,0,1.0,1
1982,融创微风之城,富阳区,东洲,nan,285,19845,2021-07-10,商品房,2021-05-10,普通住宅,满两年,共有,有抵押100万元,已上传房本照片,4室2厅1厨3卫,低楼层(共4层),143.62,跃层,69.42,板塔结合,南北,钢混结构,毛坯,一梯两户,有,nan,nan,nan,nan,4,2,3,1,4,0.4833588636680128,1,100.0,0,0,1.0,1
1983,野风秋雅,富阳区,银湖科技城,nan,215,24125,2024-12-14,商品房,2018-04-11,普通住宅,满五年,非共有,有抵押,已上传房本照片,3室2厅1厨2卫,中楼层(共23层),89.12,平层,68.48,板塔结合,南,钢混结构,其他,两梯四户,有,nan,nan,nan,nan,3,2,2,2,23,0.7684021543985637,1,0.0,0,0,1.0,0
1984,铭鹤花园,富阳区,银湖科技城,nan,110,12431,2025-04-05,商品房,2010-01-18,普通住宅,满五年,共有,无抵押,已上传房本照片,2室2厅1厨1卫,中楼层(共7层),88.49,平层,69.42,板塔结合,南,钢混结构,其他,一梯三户,有,nan,nan,nan,nan,2,2,1,2,7,0.7844954232116624,0,0.0,0,0,1.0,1
1985,新山水御园,富阳区,鹿山新城,nan,408,33829,2024-04-21,商品房,2014-06-04,普通住宅,满五年,非共有,有抵押,已上传房本照片,3室2厅1厨3卫,中楼层(共23层),120.61,跃层,69.42,板楼,南,钢混结构,毛坯,nan,nan,nan,nan,nan,nan,3,2,3,2,23,0.5755741646629633,1,0.0,0,0,0.0,0
1986,云水湾,富阳区,银湖科技城,nan,220,15058,2022-06-24,商品房,2019-06-07,普通住宅,满五年,非共有,无抵押,已上传房本照片,4室2厅1厨2卫,中楼层(共6层),146.11,平层,69.42,板楼,东南,框架结构,毛坯,一梯两户,有,nan,nan,nan,nan,4,2,2,2,6,0.4751214838135651,0,0.0,0,0,1.0,0
1987,阳光城上林湖,富阳区,银湖科技城,nan,600,25123,2024-08-23,商品房,2024-03-04,普通住宅,未满两年,共有,有抵押,已上传房本照片,4室2厅1厨4卫,低楼层(共3层),238.83,跃层,69.42,板楼,南,钢混结构,毛坯,nan,无,nan,nan,nan,nan,4,2,4,1,3,0.29066700163296066,1,0.0,0,0,0.0,1
1988,云水山居,富阳区,银湖科技城,nan,140,10378,2023-06-11,商品房,2021-01-08,普通住宅,满两年,共有,无抵押,已上传房本照片,4室2厅1厨2卫,低楼层(共17层),134.91,平层,69.42,塔楼,东南,钢混结构,毛坯,两梯四户,有,nan,nan,nan,nan,4,2,2,1,17,0.5145652657327108,0,0.0,0,0,1.0,1
1989,佳兆业德信云望璞园,富阳区,东洲,nan,198,19962,2023-04-15,商品房,2022-12-13,普通住宅,满两年,非共有,有抵押,已上传房本照片,3室2厅1厨2卫,高楼层(共18层),99.19,平层,69.42,塔楼,南,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,3,2,2,3,18,0.6998689384010486,1,0.0,0,0,1.0,0
1990,宋都春上雅庐,富阳区,东洲,nan,215,16791,2022-11-25,商品房,2022-07-21,普通住宅,满两年,非共有,有抵押业主自还,已上传房本照片,4室2厅1厨3卫,高楼层(共8层),128.05,跃层,69.42,平房,南北,钢混结构,毛坯,一梯两户,有,nan,nan,nan,nan,4,2,3,3,8,0.5421319796954315,1,0.0,0,0,1.0,0
1991,澳海澜庭,富阳区,富阳,nan,350,15910,2021-07-07,商品房,2018-03-23,普通住宅,满五年,共有,有抵押,已上传房本照片,5室2厅1厨4卫,高楼层(共4层),220.0,跃层,69.42,nan,南,钢混结构,毛坯,两梯四户,有,nan,nan,nan,nan,5,2,4,3,4,0.3155454545454546,1,0.0,0,0,1.0,1
1992,紫云山庄,富阳区,银湖科技城,近地铁6号线(杭富线)野生动物园东站,80,21698,2022-03-31,商品房,2015-07-13,普通住宅,满五年,非共有,无抵押,已上传房本照片,1室1厅1厨1卫,低楼层(共3层),36.87,平层,69.42,板楼,南,混合结构,精装,nan,无,nan,nan,nan,nan,1,1,1,1,3,1.882831570382425,0,0.0,1,野生动物园东站,0.0,0
1993,云水山居,富阳区,银湖科技城,nan,139,10434,2024-09-16,商品房,2020-10-13,普通住宅,满两年,共有,有抵押,已上传房本照片,4室1厅1厨2卫,中楼层(共11层),133.22,平层,69.42,板楼,南,钢混结构,精装,一梯两户,有,nan,nan,nan,nan,4,1,2,2,11,0.5210929289896412,1,0.0,0,0,1.0,1
1994,金汇之城,富阳区,富春,近地铁6号线(杭富线)公望街站,53,15461,2023-12-01,商品房,2022-07-08,商住两用,满两年,非共有,有抵押,已上传房本照片,1室1厅0厨1卫,高楼层(共14层),34.28,复式,69.42,板楼,北,钢混结构,精装,两梯二十户,有,nan,未知,未知,nan,1,1,1,3,14,2.0250875145857643,1,0.0,1,公望街站,1.0,0
1995,金汇之城,富阳区,富春,近地铁6号线(杭富线)公望街站,65,14756,2024-11-11,商品房,2022-01-04,商住两用,满两年,非共有,有抵押,已上传房本照片,2室2厅1厨1卫,低楼层(共14层),44.05,nan,69.42,板塔结合,南,钢混结构,精装,两梯二十户,有,nan,商水,商电,3.1元/m3,2,2,1,1,14,1.5759364358683317,1,0.0,1,公望街站,1.0,0
1996,绿城云栖桃花源,富阳区,银湖科技城,nan,750,32540,2022-11-14,商品房,2021-05-08,普通住宅,满两年,共有,有抵押,已上传房本照片,6室1厅1厨4卫,低楼层(共3层),230.49,跃层,69.42,板楼,南北,钢混结构,毛坯,一梯十二户,有,nan,nan,nan,nan,6,1,4,1,3,0.3011844331641286,1,0.0,0,0,1.0,1
1997,瑞源邸,富阳区,银湖科技城,nan,190,20317,2024-03-18,商品房,2024-03-15,普通住宅,未满两年,非共有,有抵押,已上传房本照片,3室2厅1厨1卫,低楼层(共13层),93.52,平层,69.42,板楼,南,钢混结构,精装,两梯四户,有,nan,nan,nan,nan,3,2,1,1,13,0.7423011120615911,1,0.0,0,0,1.0,0
